crop,temperature,rainfall,humidity,soil_ph,nitrogen,phosphorus,potassium,irrigation_days,label
Turnip,18.2,1516.35,63.32,7.97,111.62,9.04,59.92,12,0
Radish,13.59,757.96,40.0,6.11,282.3,34.08,187.83,7,1
Potato,16.83,1452.06,58.45,5.03,391.04,57.32,283.08,4,1
Beetroot,18.63,898.6,45.43,6.61,241.52,37.76,181.84,7,1
Carrot,15.21,957.45,40.0,6.26,271.46,60.99,215.75,6,1
Carrot,20.92,1347.78,46.5,6.3,285.43,40.96,152.29,4,1
Peas,11.89,1086.64,41.43,6.96,297.52,70.31,148.78,6,1
Beans,19.72,1352.09,55.81,6.38,207.24,34.22,150.27,7,1
Radish,9.68,971.42,40.0,6.32,249.81,30.86,191.93,8,1
KnolKhol,14.87,848.97,40.0,6.37,367.09,62.95,242.93,7,1
Cauliflower,20.45,1163.75,42.63,6.29,398.09,51.72,274.8,4,1
Carrot,14.79,883.0,40.0,6.44,334.73,32.83,164.54,8,1
Beans,19.7,1221.65,55.82,5.88,268.47,51.97,180.89,3,1
Potato,17.88,1304.41,56.27,5.04,328.2,50.08,179.4,4,1
Carrot,19.19,1469.54,50.48,6.46,206.33,48.86,240.05,3,1
Potato,19.5,1448.65,52.15,5.07,268.49,59.03,261.79,3,1
Cauliflower,19.33,1277.16,58.28,6.21,312.18,76.93,338.46,4,1
Beans,18.29,1192.66,40.62,5.92,340.83,34.9,183.59,7,1
Cabbage,19.64,2069.96,53.05,8.39,83.54,9.67,83.54,10,0
Beetroot,20.46,850.51,40.0,6.03,307.19,41.73,225.44,8,0
Potato,18.52,1841.88,69.66,5.46,389.73,59.86,215.62,4,1
Beetroot,17.35,1198.34,46.56,6.44,273.31,54.73,209.37,4,1
Cauliflower,20.98,1221.02,42.26,5.62,350.45,88.91,302.32,7,1
Radish,15.75,1413.03,74.07,8.64,140.03,8.37,73.67,8,0
KnolKhol,18.57,915.14,40.0,5.83,308.31,44.97,195.29,7,1
Cauliflower,20.98,1389.82,57.33,5.91,391.04,64.23,317.04,5,1
Turnip,13.95,1005.46,40.0,6.94,284.75,51.03,134.99,5,1
KnolKhol,17.96,861.08,40.0,6.66,281.23,43.85,246.37,9,1
Beans,21.6,1084.28,46.16,6.1,276.3,37.99,224.11,6,1
Turnip,30.17,1663.92,79.02,7.8,71.42,13.71,81.03,5,0
Turnip,14.22,811.61,40.0,6.49,181.57,42.08,173.14,6,1
Cauliflower,16.19,1249.82,59.2,6.52,385.03,58.72,290.19,4,1
Turnip,11.26,769.32,40.0,6.3,236.72,34.8,180.81,7,1
Potato,16.58,1574.68,57.26,5.61,358.62,48.12,198.9,5,1
Carrot,17.41,1220.14,58.26,6.9,345.41,65.34,229.75,4,1
Carrot,15.35,1081.92,49.25,6.09,262.57,62.36,216.65,5,1
Cauliflower,15.61,1083.27,43.54,5.95,324.34,78.8,232.82,6,1
KnolKhol,18.89,958.11,40.0,6.07,271.64,56.04,189.74,8,1
Carrot,16.55,961.55,40.0,6.97,231.45,37.17,151.85,8,1
Peas,16.55,1139.62,41.68,7.25,247.31,40.46,149.49,6,1
Beans,21.62,948.56,43.7,5.65,261.3,56.42,161.46,8,1
Turnip,10.92,1132.33,40.0,6.48,189.12,54.98,139.66,7,1
Beans,18.3,1172.55,45.1,5.63,283.87,40.22,166.22,6,1
Carrot,19.4,1247.17,53.51,8.19,50.77,13.47,89.65,2,0
Turnip,10.34,864.66,40.0,6.56,186.55,54.06,129.46,8,1
KnolKhol,20.3,811.56,41.78,6.43,291.5,59.75,203.35,9,1
KnolKhol,21.03,922.31,40.0,6.36,363.84,44.34,207.1,5,1
Radish,16.33,1150.63,52.59,5.93,266.94,54.41,163.91,4,1
Turnip,14.85,861.33,40.0,6.5,284.83,34.73,124.66,9,1
Beans,16.25,931.96,41.41,6.28,289.83,48.36,155.22,5,1
Potato,16.12,1365.6,55.7,5.55,371.35,64.87,286.83,3,1
Beans,24.83,1799.85,30.71,8.43,84.94,13.47,65.73,15,0
Beetroot,18.82,842.15,40.0,6.39,333.99,55.05,197.71,6,1
Beans,19.07,1116.41,50.86,6.02,303.07,30.71,184.24,5,1
Turnip,10.35,842.14,40.0,6.4,183.53,44.11,173.97,7,1
Turnip,14.48,971.8,40.0,6.97,262.04,46.98,182.73,8,1
Cauliflower,18.3,1419.35,54.04,5.65,448.73,78.24,312.18,3,1
KnolKhol,18.9,1158.47,41.19,6.13,308.28,71.98,291.25,4,1
Turnip,12.39,273.97,85.69,7.79,78.52,12.14,50.53,2,0
Carrot,14.51,1478.81,65.63,6.73,347.62,41.39,222.95,6,0
KnolKhol,17.53,1021.3,44.45,5.55,348.11,75.43,261.05,5,1
Radish,10.9,1079.77,45.44,6.21,268.02,45.05,123.04,7,1
Beetroot,16.72,1113.14,48.39,6.59,331.52,58.69,212.94,6,1
Beetroot,14.08,1050.55,40.0,6.75,204.9,43.07,188.8,5,1
Beans,16.45,984.23,40.0,5.54,243.11,39.13,166.43,5,1
Cabbage,6.35,2339.04,60.82,8.5,78.85,15.96,66.88,11,0
Turnip,11.57,821.03,40.0,6.18,275.89,49.81,160.05,7,0
Carrot,15.03,1107.41,42.38,6.15,339.52,32.54,209.62,4,0
Cauliflower,22.2,1249.88,42.87,6.5,416.89,63.5,304.36,4,1
Cabbage,25.62,1757.3,68.49,7.05,377.98,60.85,313.45,2,1
Beans,19.8,1187.84,40.0,5.66,301.22,32.34,231.7,5,0
Cabbage,12.86,1741.47,82.44,8.77,137.61,8.21,51.34,6,0
Potato,16.14,1404.5,60.49,6.13,257.05,66.87,224.06,5,1
Potato,16.53,1265.88,50.83,5.97,267.36,49.08,245.52,6,1
Beetroot,17.53,1085.09,48.81,6.23,257.8,67.36,176.93,6,1
KnolKhol,17.66,979.56,40.0,6.69,360.88,70.96,169.33,8,1
Turnip,13.78,1006.73,48.24,6.99,221.52,57.47,161.38,8,0
Cauliflower,15.55,1119.23,51.18,6.52,489.83,71.0,333.21,5,1
Potato,18.38,1921.49,85.34,5.74,311.31,51.99,247.96,2,1
KnolKhol,15.42,1281.98,58.98,6.0,300.93,44.42,189.72,5,1
Potato,17.59,1852.0,78.33,5.31,365.35,74.22,250.09,2,1
Cauliflower,14.3,1071.65,40.0,5.65,377.59,76.24,201.68,6,1
Cabbage,20.56,1808.13,77.48,7.48,327.52,64.66,227.32,2,1
Beetroot,20.62,1178.3,47.32,6.64,244.09,57.79,168.1,7,0
Cauliflower,18.66,1245.28,56.63,5.89,469.28,86.76,281.8,5,1
Radish,15.21,710.45,40.0,6.51,233.18,34.19,190.82,8,1
Turnip,8.9,1068.04,40.0,6.9,200.83,38.8,173.68,7,1
Potato,16.9,1100.81,45.98,5.01,358.22,72.7,158.05,6,1
Turnip,14.16,945.31,40.0,6.04,281.05,34.28,178.4,7,0
Cauliflower,20.59,1084.07,40.0,6.29,348.8,71.24,349.84,5,1
Turnip,13.38,1053.89,40.0,6.84,185.45,39.3,182.71,5,1
Carrot,16.58,834.24,40.0,6.44,283.29,46.78,191.06,8,1
Cabbage,15.27,1753.71,78.44,6.8,303.42,85.97,296.01,5,1
Carrot,24.17,506.47,39.43,7.6,130.49,18.79,60.0,13,0
KnolKhol,18.99,1253.37,45.03,5.73,366.69,66.26,239.75,4,0
Potato,16.74,1507.81,67.38,6.07,332.9,51.53,274.99,5,1
Cauliflower,18.0,1485.92,50.36,5.64,441.92,89.79,242.31,4,1
KnolKhol,18.56,951.78,40.0,6.27,398.68,44.87,215.26,6,1
Turnip,11.92,815.49,40.0,6.5,200.61,37.03,199.95,7,1
KnolKhol,15.97,821.67,41.67,5.98,346.04,42.76,240.68,9,0
KnolKhol,14.4,746.62,40.0,5.99,332.26,55.47,187.34,8,1
Beetroot,21.08,1143.39,42.32,6.37,319.76,37.85,238.0,4,1
Beans,20.75,1457.15,51.33,6.12,247.96,33.93,156.0,4,1
Cauliflower,17.4,2145.24,85.88,7.76,128.47,13.13,81.99,1,0
Potato,20.02,1887.39,70.45,5.8,321.03,67.92,224.82,2,1
KnolKhol,17.64,1236.6,51.2,6.76,398.1,60.14,284.34,5,1
KnolKhol,16.45,1041.77,40.0,6.18,376.81,70.64,164.05,6,1
Carrot,20.13,1175.96,56.29,6.08,338.32,46.69,241.99,8,0
Peas,14.5,1145.92,44.47,6.23,237.95,40.27,152.13,7,0
Potato,13.73,1914.28,82.78,5.8,314.62,44.59,173.33,2,1
Cabbage,12.0,661.72,55.42,8.81,137.79,12.31,85.72,10,0
Turnip,9.84,777.64,40.0,6.59,241.13,40.08,190.83,7,1
Beans,21.96,2405.72,70.15,7.94,127.01,12.36,69.19,4,0
Beans,20.43,1491.26,66.75,6.28,299.74,34.2,196.19,4,0
Carrot,15.65,1494.26,56.22,6.54,211.81,49.61,170.33,3,1
Carrot,13.97,1424.64,51.03,6.19,328.71,36.25,154.82,4,0
Cabbage,19.47,1186.13,53.25,7.11,342.78,77.91,316.5,4,1
Turnip,10.34,1101.01,49.82,6.22,296.87,55.1,151.68,6,1
Carrot,18.12,1034.17,47.64,6.55,316.42,38.08,186.91,5,1
Potato,18.12,1427.4,58.23,5.99,367.9,51.68,163.18,2,1
Beetroot,17.93,1007.81,40.0,6.3,228.94,43.98,155.22,5,1
Beetroot,18.22,840.8,42.97,6.41,272.1,69.02,190.9,6,1
Radish,13.36,692.02,40.0,5.83,271.31,50.27,191.27,7,1
Potato,18.46,1319.09,58.1,6.25,315.78,46.25,193.36,7,0
Cauliflower,20.56,1012.94,45.4,6.36,474.99,73.1,269.53,5,1
Turnip,11.51,881.21,40.0,6.81,294.58,30.37,186.9,5,1
Carrot,20.95,1402.13,69.82,7.92,138.22,14.07,73.07,12,0
Cauliflower,17.51,1179.5,41.92,6.3,369.95,59.07,231.65,4,0
Beetroot,17.58,844.69,40.0,6.75,314.47,60.74,209.75,7,1
Cabbage,24.68,1277.87,54.21,6.07,342.52,62.35,256.86,3,1
Beetroot,17.87,1039.02,40.0,6.09,347.93,35.47,244.82,6,1
Cabbage,17.26,1417.13,57.39,6.94,312.55,60.24,211.28,6,1
Peas,17.51,1319.96,39.88,8.73,119.97,11.96,50.86,4,0
Peas,17.41,992.98,40.0,6.49,184.81,55.54,112.04,5,1
Carrot,15.01,1030.48,41.01,6.52,206.46,42.14,204.65,8,1
KnolKhol,16.52,1003.84,40.0,5.56,369.32,69.06,266.81,7,1
Cabbage,18.65,1513.98,57.54,6.39,333.73,67.33,321.44,3,1
Turnip,14.36,789.96,40.0,6.08,287.33,52.14,122.83,6,1
Peas,13.89,982.35,44.24,6.95,163.51,48.58,145.7,6,1
Potato,17.0,1529.89,69.76,5.13,318.35,43.88,297.26,6,1
Peas,17.83,1074.21,51.32,7.16,226.19,49.8,102.92,8,1
Beans,19.19,1371.49,54.67,5.59,343.54,33.25,163.88,6,1
Peas,14.16,1119.56,54.61,7.18,170.17,79.63,199.83,8,1
Turnip,15.54,1148.13,48.77,6.77,195.38,41.86,137.84,7,1
Carrot,16.8,1321.77,55.25,6.75,227.12,63.41,151.58,6,0
Radish,14.89,842.94,40.0,5.62,208.87,43.89,180.97,9,1
Carrot,26.29,1245.42,42.36,8.21,109.03,15.86,73.02,7,0
Turnip,22.48,505.16,85.96,8.04,96.27,11.49,52.47,9,0
Beetroot,20.5,982.37,48.77,6.31,203.13,48.88,200.55,5,1
Turnip,13.09,1093.58,40.0,6.48,258.15,48.65,185.02,7,1
Cauliflower,5.68,2061.67,92.24,8.77,118.98,12.95,61.62,5,0
Cauliflower,18.57,1343.92,57.38,5.96,412.66,57.1,205.69,4,1
KnolKhol,19.54,786.91,40.0,5.67,275.05,40.22,185.03,6,1
Cabbage,18.72,1561.61,70.41,7.24,488.85,58.98,303.78,5,1
KnolKhol,16.94,1288.61,57.59,6.19,397.73,50.46,266.7,7,1
Potato,24.63,567.91,67.01,7.63,135.64,16.45,84.62,10,0
Radish,18.21,873.79,40.0,5.74,192.35,34.71,125.56,8,1
Beans,16.27,1156.09,42.93,6.19,251.14,30.63,194.34,4,1
Carrot,17.07,1446.24,65.32,6.14,252.21,63.23,165.13,5,1
Radish,11.47,698.36,40.0,5.9,178.72,35.95,125.86,7,1
KnolKhol,16.35,1224.57,49.38,6.67,270.57,76.45,182.78,5,0
Potato,29.0,1184.3,72.91,8.82,67.66,5.82,99.67,10,0
Cauliflower,19.91,1425.73,62.23,6.11,301.17,58.15,268.67,5,1
Turnip,11.63,713.51,40.0,6.56,236.94,30.71,127.35,9,0
Potato,19.25,1192.31,40.29,5.97,343.48,78.55,261.8,6,1
Beans,18.78,1176.33,52.39,5.91,348.69,42.89,202.31,7,1
Potato,16.02,1803.2,73.11,5.95,341.72,78.85,257.39,1,1
Peas,6.71,1770.04,56.53,8.33,117.43,5.87,61.53,9,0
Beetroot,15.21,981.1,41.5,6.29,296.82,45.95,169.51,7,1
Carrot,16.98,944.55,40.0,6.41,303.5,31.79,236.29,8,1
Beans,22.5,1175.39,47.8,5.83,308.72,59.62,210.12,5,1
KnolKhol,14.45,769.87,40.0,6.21,318.59,67.93,275.89,9,1
Radish,11.19,687.16,40.0,6.39,284.35,58.47,147.32,7,1
Beans,18.97,1212.07,54.34,6.02,219.01,35.66,229.2,4,1
Turnip,13.11,969.71,40.0,6.31,266.77,38.61,130.13,7,1
Cabbage,17.86,1688.41,68.77,7.33,447.36,76.95,317.6,3,1
Turnip,12.1,770.06,40.0,6.46,155.26,53.96,124.29,8,1
KnolKhol,12.35,1719.97,30.81,8.46,123.22,18.95,78.19,8,0
Potato,13.94,1298.54,46.76,5.23,388.69,69.21,229.08,3,1
Cauliflower,21.44,1461.96,62.26,5.85,459.75,54.81,240.28,4,1
Potato,18.13,1820.2,78.81,5.06,370.12,73.14,218.37,2,1
Beetroot,33.44,2040.93,64.33,8.66,140.63,15.53,91.57,11,0
Beetroot,19.56,662.48,40.0,6.78,349.42,62.77,247.64,7,1
Beans,18.8,1098.94,41.97,6.06,319.79,39.62,208.0,5,1
Cabbage,15.06,1672.54,58.4,6.84,379.47,72.9,201.07,4,1
Carrot,17.33,1161.01,40.0,6.33,297.99,53.1,202.22,4,1
Turnip,23.02,1157.63,76.57,7.78,113.93,14.51,51.08,10,0
Beetroot,20.24,1218.24,46.01,6.16,293.64,34.96,209.94,4,1
Potato,29.06,1387.53,32.79,8.81,104.48,10.5,75.92,2,0
Beans,20.08,1310.66,46.25,6.38,210.93,51.29,244.49,4,1
Potato,15.6,1258.99,56.14,8.73,125.94,11.0,94.28,2,0
Turnip,13.48,1538.73,80.49,7.99,52.44,7.03,50.05,4,0
Turnip,9.75,880.31,40.0,6.33,229.46,39.3,164.38,7,1
Cabbage,25.69,1964.47,68.31,8.89,145.48,11.39,97.88,8,0
Carrot,30.65,1517.56,80.03,8.75,108.81,7.65,63.49,5,0
Beetroot,16.75,739.3,40.0,6.89,344.55,57.47,150.32,8,1
Cauliflower,14.72,1376.99,62.76,6.44,418.06,55.31,220.09,4,1
KnolKhol,19.07,926.4,40.0,6.68,386.54,68.54,267.58,7,0
Radish,12.17,1142.89,33.96,8.35,51.76,17.28,56.43,10,0
Beetroot,7.41,1649.61,72.18,7.54,114.63,5.89,71.53,11,0
Carrot,18.32,1396.86,61.07,6.5,261.0,58.09,239.52,4,1
Cauliflower,17.37,1386.77,47.92,5.76,313.12,84.05,314.0,3,1
Peas,13.56,968.18,40.0,7.25,244.05,72.28,171.29,7,0
Potato,17.67,1219.93,42.96,6.31,309.21,50.76,232.87,5,1
Turnip,10.89,831.27,40.0,6.08,200.27,58.35,136.93,7,0
Carrot,16.25,1531.56,69.16,6.66,292.51,47.99,248.95,4,1
Potato,22.42,664.44,43.79,8.83,58.77,7.52,94.71,15,0
Cabbage,19.83,1499.58,56.99,6.0,438.33,77.74,255.1,2,1
KnolKhol,17.46,880.51,40.0,6.28,329.43,54.18,282.43,8,1
Turnip,13.62,855.23,40.0,6.58,224.6,54.28,159.89,8,1
Beans,16.3,1096.12,40.0,6.3,247.76,50.36,218.71,6,0
Turnip,11.86,688.81,40.0,6.86,234.53,49.91,143.5,6,1
KnolKhol,13.64,2384.51,63.77,8.03,104.13,5.22,59.88,10,0
Beans,18.93,1070.74,48.36,5.85,307.57,59.78,191.51,6,0
Radish,15.49,1087.28,52.44,5.74,292.98,57.86,141.32,8,1
Turnip,18.65,1906.14,69.79,8.4,120.29,8.5,92.75,4,0
Beetroot,19.54,1064.26,50.97,6.34,223.91,67.89,231.69,5,1
Carrot,20.91,1408.66,59.46,6.12,267.97,37.0,247.84,5,1
Carrot,16.33,1328.63,55.21,6.21,343.99,37.75,241.54,7,1
Radish,10.03,1028.02,40.06,6.13,212.79,56.53,130.65,6,1
Radish,15.48,768.55,40.0,6.43,217.03,51.85,151.13,8,1
Cauliflower,17.28,1040.92,51.53,6.41,432.99,84.68,338.36,8,1
KnolKhol,13.61,919.34,40.0,6.76,291.7,60.49,181.33,8,1
Turnip,16.6,1268.98,59.82,6.07,241.59,55.98,121.9,5,1
Potato,17.1,1757.63,71.99,6.05,352.73,64.4,179.86,4,1
Turnip,28.41,1028.0,53.71,8.18,149.65,6.26,85.25,4,0
Cabbage,20.09,1357.11,60.29,6.99,437.41,64.58,278.08,4,1
Cabbage,20.98,1579.3,55.73,6.51,357.24,69.21,221.47,5,0
Potato,32.49,1701.0,47.0,8.58,121.43,16.76,55.88,10,0
Carrot,16.77,1866.24,61.55,8.29,146.78,18.72,64.94,9,0
KnolKhol,15.69,1250.28,53.6,6.06,275.51,57.88,166.24,4,1
Radish,14.92,994.75,44.97,6.06,201.72,31.94,140.4,5,1
Beetroot,20.11,968.11,48.43,6.69,215.28,65.84,204.53,5,1
Turnip,9.52,1270.83,44.79,6.29,261.1,49.26,134.06,6,1
KnolKhol,25.27,306.49,88.91,7.98,63.81,18.91,95.29,11,0
Potato,22.91,851.57,49.3,8.98,68.17,19.44,57.85,4,0
Carrot,15.77,929.6,41.31,6.63,215.98,44.32,201.41,6,1
Beetroot,20.91,1051.4,40.0,6.11,218.35,65.66,205.94,6,1
Cauliflower,10.56,472.61,85.45,7.82,127.04,11.98,68.24,4,0
KnolKhol,15.09,1336.98,45.73,6.18,254.21,72.49,215.64,4,0
Beans,19.45,1390.93,63.91,6.14,301.62,57.79,167.06,4,1
Peas,12.63,993.88,40.0,6.48,293.71,63.92,164.15,6,1
Peas,32.63,800.21,42.95,8.85,103.56,16.88,86.16,10,0
Beans,18.86,978.47,43.34,6.05,215.34,37.18,201.14,8,1
Radish,30.17,1458.54,34.28,8.45,68.1,10.66,60.73,13,0
Cauliflower,19.41,1182.39,40.73,6.32,391.46,89.93,243.51,7,1
Radish,14.97,845.87,40.0,6.58,260.2,31.1,130.11,8,1
Turnip,12.17,1171.25,48.23,6.6,260.03,57.75,152.75,6,1
Turnip,13.07,1078.54,40.0,6.68,266.03,58.6,153.47,7,0
Cauliflower,13.66,969.66,46.87,6.57,392.6,73.71,264.97,6,1
Radish,8.81,1155.51,49.27,6.71,191.47,52.3,146.05,5,1
Cauliflower,19.92,943.81,42.71,6.28,459.94,72.6,342.71,6,1
Radish,13.22,648.09,40.0,5.82,212.3,35.03,122.72,7,1
Cauliflower,20.16,992.05,40.0,5.97,309.64,86.89,209.91,5,1
Peas,17.17,910.7,40.0,6.08,223.49,40.7,183.49,6,1
Potato,25.44,993.08,86.58,8.17,98.18,18.63,57.3,6,0
Carrot,17.89,1356.48,54.05,6.31,201.79,47.45,154.98,3,1
Cauliflower,17.66,1042.45,44.74,6.07,351.9,69.41,313.27,7,0
Radish,25.58,1932.94,32.06,8.59,130.81,5.45,89.58,4,0
Cauliflower,27.72,1621.35,78.6,8.12,96.88,15.63,67.09,2,0
Cabbage,20.63,1586.29,56.68,7.43,477.72,76.32,256.45,3,1
Carrot,18.91,821.34,76.53,8.56,71.26,16.46,60.71,12,0
KnolKhol,14.05,793.84,40.0,6.09,251.04,77.48,259.56,8,1
Beans,19.34,1427.92,60.58,5.72,230.27,36.77,224.18,6,1
Potato,19.12,1739.1,67.04,6.24,267.75,79.92,170.01,4,1
Peas,16.99,885.31,42.57,7.45,240.33,56.35,149.2,9,0
Peas,15.64,1073.59,40.0,6.78,152.28,56.19,137.1,4,1
Peas,16.29,857.48,40.0,7.12,220.36,46.81,174.61,9,0
Beans,14.44,2434.17,56.21,7.74,149.06,5.34,80.73,9,0
Potato,24.07,216.84,61.64,8.82,134.33,7.3,71.92,10,0
Potato,29.63,459.56,78.92,8.34,86.22,17.42,75.43,12,0
Carrot,16.32,951.78,40.0,6.24,300.97,67.73,248.48,8,1
Potato,15.79,1618.81,54.77,6.19,271.27,55.25,243.77,4,1
Beans,21.2,1118.1,40.0,6.45,293.41,42.3,228.54,5,1
Cabbage,14.52,1156.06,40.0,6.83,428.06,76.51,235.01,5,1
Beetroot,20.65,1006.02,40.0,6.92,343.75,54.33,238.05,7,1
Radish,18.29,708.07,40.0,6.71,241.43,37.51,122.48,8,1
Beans,15.15,827.15,40.0,6.43,298.27,46.62,249.09,9,1
Carrot,20.61,1165.66,53.04,6.7,301.45,50.07,215.84,7,1
Carrot,15.43,1141.02,41.53,6.49,326.94,66.13,246.59,6,1
Beans,16.39,1297.23,56.55,5.61,213.71,51.13,237.26,4,1
Cauliflower,19.45,1219.58,54.26,5.96,456.9,84.14,252.02,4,1
Potato,15.75,1896.86,69.37,5.12,327.67,54.3,281.32,2,1
Turnip,10.63,994.23,40.0,6.57,164.81,41.14,166.89,6,1
KnolKhol,16.92,1170.36,47.87,6.21,283.43,48.45,264.34,5,1
Beans,17.16,1097.83,49.16,5.59,306.08,39.47,158.48,6,1
Potato,16.13,1369.32,46.87,6.41,301.44,69.95,261.77,6,0
KnolKhol,17.72,1205.81,40.0,6.28,278.3,72.39,235.49,6,1
Turnip,30.01,1748.16,82.62,8.14,83.4,16.91,72.35,7,0
Turnip,13.2,1143.51,40.0,6.51,270.86,30.07,155.05,7,1
Peas,11.06,1041.45,40.0,7.44,257.72,41.92,194.39,7,1
Peas,14.46,1016.36,45.38,6.76,158.36,48.39,117.8,6,1
Beetroot,27.15,1216.07,76.09,7.96,90.37,17.79,90.06,5,0
Turnip,14.88,666.54,40.0,6.62,257.67,38.81,140.95,8,1
Beetroot,21.06,648.6,40.0,6.22,291.1,41.63,230.33,9,1
Peas,18.93,1052.06,40.0,6.06,156.81,59.55,148.4,6,1
KnolKhol,18.17,1117.75,40.0,6.77,315.18,51.85,247.97,5,1
Cabbage,24.35,1757.85,60.68,6.81,342.26,67.79,219.33,1,1
Turnip,10.44,1072.28,47.35,6.99,264.52,49.23,138.39,5,1
KnolKhol,20.54,1860.25,67.82,8.29,98.56,11.36,67.9,11,0
Carrot,9.4,2424.2,87.87,7.71,85.97,11.03,88.14,14,0
Potato,32.42,2166.9,37.77,8.3,127.36,18.03,71.13,1,0
Beans,17.91,923.14,40.0,5.89,313.54,45.44,236.89,8,1
Carrot,15.88,1257.66,42.12,6.21,347.72,31.58,172.08,5,1
Turnip,15.31,1024.98,40.0,6.43,284.09,58.14,146.31,8,1
Carrot,19.72,1516.59,67.96,6.77,286.01,44.74,228.97,3,1
Carrot,18.18,1330.65,53.2,6.06,274.52,56.53,210.63,4,1
Peas,18.89,746.86,40.0,7.27,297.66,57.84,178.88,6,1
Carrot,16.24,1472.27,59.29,6.84,331.41,60.33,198.13,4,0
KnolKhol,15.51,830.81,40.53,5.94,279.47,40.88,211.52,7,1
Radish,14.94,1159.0,54.34,5.52,292.28,38.89,134.49,8,1
Turnip,11.07,732.86,40.0,6.21,288.1,45.46,182.66,7,1
KnolKhol,18.5,782.34,40.0,6.15,312.67,66.9,208.61,7,1
Cauliflower,15.47,1254.06,53.49,6.55,345.42,85.78,240.12,4,1
Peas,15.04,1015.65,40.0,6.42,181.99,49.31,124.69,7,1
Cabbage,13.59,247.12,88.12,8.43,58.22,5.63,70.91,12,0
Peas,14.99,992.67,40.0,6.78,250.35,72.55,156.54,8,1
Cabbage,14.09,1737.74,60.56,6.61,466.22,50.23,342.04,2,1
Cauliflower,16.34,1080.04,40.0,6.0,341.56,54.36,221.65,6,1
Beans,16.49,1492.63,67.73,5.81,264.93,59.92,183.26,3,1
Cabbage,23.8,1198.64,41.14,7.48,469.11,71.99,214.88,7,0
KnolKhol,17.56,1185.21,41.7,6.32,368.57,65.45,176.1,6,1
Cabbage,22.73,1459.89,53.92,6.24,303.28,86.15,344.42,3,1
Beans,17.66,905.17,42.78,5.66,261.87,30.64,226.91,6,1
Turnip,11.05,255.57,85.6,7.55,126.49,12.68,66.36,12,0
Potato,23.31,343.53,94.81,8.08,55.03,7.95,52.54,4,0
Radish,12.53,757.37,40.0,6.28,250.12,48.58,141.11,8,1
Turnip,14.02,732.81,40.0,6.36,290.12,57.3,158.01,7,1
KnolKhol,18.05,958.24,47.56,6.23,284.33,52.23,189.27,5,1
Beetroot,33.33,2425.55,53.98,8.19,111.46,13.06,93.98,6,0
Turnip,11.75,949.57,40.0,6.82,253.63,51.59,145.42,5,1
Cabbage,24.71,1267.75,50.42,6.06,300.54,66.2,346.87,5,0
KnolKhol,18.78,1066.46,44.67,6.37,281.79,74.45,234.37,8,1
Beetroot,19.42,1177.03,52.77,6.32,226.04,55.26,160.82,6,1
Beetroot,13.82,287.56,80.25,7.5,115.15,16.63,87.62,5,0
Carrot,16.63,868.57,40.0,6.14,248.29,59.38,244.73,8,1
Carrot,19.41,798.15,40.0,6.1,253.71,61.78,221.34,7,1
Radish,12.95,1093.73,53.63,6.51,231.48,33.42,143.09,6,1
Potato,16.31,1366.18,50.09,5.85,330.18,73.47,203.21,4,1
Carrot,13.42,1267.76,54.18,6.42,301.18,30.74,207.54,6,1
Turnip,13.41,811.95,40.0,6.31,194.65,30.39,171.04,6,1
Potato,16.95,1278.9,42.73,5.03,296.63,43.66,292.21,5,1
Potato,17.8,1758.64,69.8,6.28,324.36,42.07,200.13,3,1
Potato,17.99,1483.98,68.96,6.44,253.06,43.21,278.6,4,1
Radish,15.05,841.43,40.01,6.42,167.17,36.69,160.05,8,1
Turnip,12.77,922.52,40.0,6.92,277.56,37.18,159.05,5,1
Cabbage,23.3,1616.04,63.36,7.31,325.88,87.71,284.33,3,1
Cabbage,15.18,1371.33,56.68,6.59,423.19,72.78,334.08,4,1
Peas,16.65,1012.01,48.81,7.33,162.69,77.0,150.99,5,1
Cauliflower,20.87,1462.22,56.92,6.0,435.49,74.64,340.58,6,1
Potato,15.6,1899.09,72.45,5.2,381.68,53.05,290.7,4,0
Cauliflower,18.07,1049.19,45.88,5.64,336.8,65.63,250.12,5,1
Carrot,16.8,803.67,40.0,6.64,202.65,55.53,169.21,6,0
Carrot,16.81,1120.54,40.0,6.95,296.57,57.48,232.78,6,1
Peas,15.36,974.38,45.34,6.8,203.25,64.77,187.3,7,0
Potato,19.44,1259.17,44.88,6.48,357.6,72.67,273.23,3,1
Beetroot,19.79,1002.77,40.0,6.83,277.85,33.97,236.9,5,1
Potato,17.42,1869.82,74.67,5.31,317.16,69.39,277.95,1,1
Peas,16.44,864.75,40.0,6.27,277.33,44.89,178.78,6,1
KnolKhol,17.8,980.54,44.49,6.24,316.84,40.12,220.23,5,1
Radish,8.5,1122.76,50.31,6.46,287.48,49.64,144.76,7,1
Peas,13.25,1204.55,47.46,7.03,256.58,77.57,153.68,7,1
Beetroot,18.24,986.52,40.0,6.81,260.47,42.74,233.3,5,1
Peas,14.93,1050.11,40.0,7.09,160.67,62.58,141.48,4,1
Turnip,13.29,721.04,40.0,6.02,216.69,32.14,199.18,10,1
Beetroot,7.92,1659.44,90.0,8.56,60.74,14.18,67.68,6,0
Carrot,15.65,949.0,40.0,6.37,334.28,35.64,166.57,7,1
KnolKhol,17.76,1234.14,59.26,6.58,270.98,64.3,157.35,7,1
